snapshot_date,carrier,flight,flight_date,cabin,subclass,pos_code,origin,destination,pax_Y
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,B,GB,GLA - Glasgow,SCO - Aktau,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,H,KZ,CDG - Charles De Gaulle,ALA - Almaty,5
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,K,KZ,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,M,SE,CPH - Copenhagen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,ES,MAD - Madrid,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,GB,ABZ - Aberdeen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,GB,BRS - Bristol,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,BCN - Barcelona,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,BRS - Bristol,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,JFK - John F. Kennedy,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,LAX - Los Angeles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,MAD - Madrid,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,MUC - Munich,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,MXP - Malpensa,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,KZ,PRG - Prague,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,N,US,LAX - Los Angeles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,Q,KZ,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,Q,KZ,BOD - Bordeaux,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,Q,KZ,MUC - Munich,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,Q,KZ,SVG - Stavanger,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,Q,US,LAX - Los Angeles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,CZ,NUE - Nuremberg,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,DE,DUS - Duesseldorf,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,DE,FRA - Frankfurt,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,DE,HAJ - Hannover,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,DE,MUC - Munich,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,DE,STR - Stuttgart,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,GB,EDI - Edinburgh,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,GB,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,KZ,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,KZ,CPH - Copenhagen,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,KZ,FCO - Fiumicino,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,KZ,LHR - Heathrow,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,US,IAH - George Bush,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,US,LAX - Los Angeles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,R,US,PRG - Prague,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,GB,ALC - Alicante,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,GB,CWL - Cardiff,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,AAL - Aalborg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,ABZ - Aberdeen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,AMS - Amsterdam,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,CDG - Charles De Gaulle,ALA - Almaty,6
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,DTW - Metropolitan Wayne County,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,DUS - Duesseldorf,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,FLR - Florence,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,GLA - Glasgow,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,HEL - Helsinki,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,LAX - Los Angeles,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,MAN - Manchester,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,MRS - Marseille,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,TPA - Tampa,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,TXL - Tegel,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,VIE - Vienna,ALA - Almaty,6
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,KZ,ZRH - Zurich,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,NL,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,US,AMS - Amsterdam,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,US,IAH - George Bush,AKX - Aktobe,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,US,RIC - Richmond,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,4,T,US,SJU - San Juan,TAS - Vostochny,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,2,Z,FR,AMS - Amsterdam,AKX - Aktobe,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,2,Z,KZ,BRU - Brussels,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-02,2,Z,KZ,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,B,KZ,IND - Indianapolis,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,C,AW,CUR - Hato,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,H,KZ,CDG - Charles De Gaulle,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,H,KZ,NTE - Nantes,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,H,KZ,NTE - Nantes,PWQ - Pavlodar,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,L,US,MSP - Minneapolis/St Paul,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,CA,YUL - Pierre E. Trudeau,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,CA,YYZ - Lester B.Pearson,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,CH,GVA - Geneva,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,AMS - Amsterdam,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,BCN - Barcelona,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,FCO - Fiumicino,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,LGA - La Guardia,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,PRG - Prague,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,STR - Stuttgart,ALA - Almaty,5
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,N,KZ,ZRH - Zurich,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,O,KZ,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,CA,YUL - Pierre E. Trudeau,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,KZ,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,KZ,MAN - Manchester,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,US,DTW - Metropolitan Wayne County,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,US,MAD - Madrid,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Q,US,MIA - Miami,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,DE,BRE - Bremen,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,DE,CGN - Cologne/Bonn,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,DE,FRA - Frankfurt,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,DE,HAJ - Hannover,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,DE,HAM - Hamburg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,IT,FCO - Fiumicino,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,ABZ - Aberdeen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,BCN - Barcelona,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,CDG - Charles De Gaulle,ALA - Almaty,8
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,JFK - John F. Kennedy,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,LGA - La Guardia,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,LHR - Heathrow,ALA - Almaty,5
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,R,KZ,YVR - Vancouver,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,ABZ - Aberdeen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,ABZ - Aberdeen,SCO - Aktau,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,AMS - Amsterdam,ALA - Almaty,7
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,BCN - Barcelona,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,BHX - Birmingham,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,BRU - Brussels,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,CDG - Charles De Gaulle,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,CGN - Cologne/Bonn,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,EDI - Edinburgh,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,FCO - Fiumicino,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,GVA - Geneva,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,HUY - Humberside,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,JFK - John F. Kennedy,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,LHR - Heathrow,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,LYS - Lyon,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,MSP - Minneapolis/St Paul,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,MSY - New Orleans,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,MUC - Munich,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,NCE - Cote D Azur,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,NCL - Newcastle,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,NTE - Nantes,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,NWI - Norwich,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,SVG - Stavanger,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,SXB - Strasbourg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,TLS - Toulouse,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,KZ,VIE - Vienna,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,NL,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,RO,OTP - Henri Coanda,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,T,US,DTW - Metropolitan Wayne County,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,U,FR,CDG - Charles De Gaulle,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,U,KZ,ABZ - Aberdeen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,U,KZ,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,X,KZ,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,X,KZ,IAH - George Bush,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,X,US,ATL - Atlanta,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,4,Y,US,MIA - Miami,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,FR,CDG - Charles De Gaulle,PWQ - Pavlodar,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,GB,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,KZ,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,KZ,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,KZ,SRQ - Saratosa,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,KZ,YYZ - Lester B.Pearson,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-03,2,Z,LU,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,B,KZ,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,B,US,LFT - Lafayette,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,D,KZ,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,D,KZ,YUL - Pierre E. Trudeau,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,H,DE,OTP - Henri Coanda,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,H,KZ,JFK - John F. Kennedy,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,H,KZ,MIA - Miami,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,H,KZ,MPL - Montpellier,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,H,KZ,NTE - Nantes,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,K,US,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,L,KZ,ATL - Atlanta,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,L,KZ,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,L,KZ,GVA - Geneva,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,L,KZ,YVR - Vancouver,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,M,GH,ACC - Kotoka,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,M,KZ,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,ARN - Arlanda,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,FCO - Fiumicino,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,LIS - Lisbon,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,PRG - Prague,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,N,KZ,ZRH - Zurich,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,O,KZ,AMS - Amsterdam,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,DE,HAJ - Hannover,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,FR,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,AMS - Amsterdam,ALA - Almaty,5
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,BRE - Bremen,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,DUS - Duesseldorf,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,JFK - John F. Kennedy,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,ORD - O Hare,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,PRG - Prague,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,KZ,ZYR - Midi Railway Station,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,RU,NCE - Cote D Azur,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,US,FCO - Fiumicino,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Q,US,SEA - Seattle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,DE,DUS - Duesseldorf,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,DE,HAM - Hamburg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,DE,NUE - Nuremberg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,DE,STR - Stuttgart,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,GB,EDI - Edinburgh,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,BUD - Budapest,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,CDG - Charles De Gaulle,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,FCO - Fiumicino,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,IAD - Dulles,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,LAX - Los Angeles,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,LHR - Heathrow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,MAN - Manchester,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,ORD - O Hare,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,PRG - Prague,ALA - Almaty,10
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,R,KZ,YUL - Pierre E. Trudeau,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,DE,HAJ - Hannover,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,DE,MUC - Munich,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,FR,TLS - Toulouse,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,GB,CWL - Cardiff,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,GB,GLA - Glasgow,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,GB,LHR - Heathrow,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,GB,MAN - Manchester,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,ABZ - Aberdeen,ALA - Almaty,6
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,AMS - Amsterdam,ALA - Almaty,14
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,BCN - Barcelona,ALA - Almaty,8
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,BOG - Eldorado,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,CDG - Charles De Gaulle,ALA - Almaty,9
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,CGN - Cologne/Bonn,ALA - Almaty,5
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,CLE - Cleveland,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,DUS - Duesseldorf,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,EDI - Edinburgh,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,FCO - Fiumicino,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,FRA - Frankfurt,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,GLA - Glasgow,SCO - Aktau,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,GSO - Piedmont Triad,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,GVA - Geneva,ALA - Almaty,6
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,HAJ - Hannover,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,HAM - Hamburg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,LHR - Heathrow,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,LIS - Lisbon,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,MCO - Orlando,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,MME - Durham,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,MUC - Munich,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,NUE - Nuremberg,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,PRG - Prague,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,RDU - Raleigh/Durham,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,VIE - Vienna,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,KZ,ZRH - Zurich,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,US,AMS - Amsterdam,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,T,US,MSP - Minneapolis/St Paul,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,U,GB,HUY - Humberside,SCO - Aktau,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,X,FR,AMS - Amsterdam,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,X,FR,LHR - Heathrow,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,X,FR,MAN - Manchester,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,X,KZ,AMS - Amsterdam,ALA - Almaty,4
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,X,KZ,GVA - Geneva,ALA - Almaty,3
2012-02-01,KL,KL0409_AMSALA,2012-01-05,4,Y,US,IAH - George Bush,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,Z,CH,GVA - Geneva,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,Z,DK,SGD - Sonderborg,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,Z,GB,ORK - Cork,ALA - Almaty,1
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,Z,KZ,YUL - Pierre E. Trudeau,ALA - Almaty,2
2012-02-01,KL,KL0409_AMSALA,2012-01-05,2,Z,KZ,ZRH - Zurich,ALA - Almaty,3
